kegiatan,nama_paket,nama_jalan,jenis_konstruksi,volume,satuan
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 1 (Trotoar Kawasan Senayan dan Sekitarnya),JI. Gelora ( sisi Kanan ),trotoar,"2.966,53",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 1 (Trotoar Kawasan Senayan dan Sekitarnya),JI. Gelora ( sisi Kiri ),trotoar,"839,60",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 1 (Trotoar Kawasan Senayan dan Sekitarnya),Jl. Gerbang Pemuda ( sisi Kanan),trotoar,"2.717,39",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 1 (Trotoar Kawasan Senayan dan Sekitarnya),Jl. Palmerah Selatan (Sisi Kanan ),trotoar,"407,91",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 1 (Trotoar Kawasan Senayan dan Sekitarnya),Jl. Tentara pelajar,trotoar,"1.880,07",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 1 (Trotoar Kawasan Senayan dan Sekitarnya),Jl. Gatot Subroto ( Sisi Kanan),trotoar,"3.255,36",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),JI. Gelora ( sisi Kanan ),kotak mulut air,"169,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),JI. Gelora ( sisi Kiri ),kotak mulut air,"169,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),Jl. Gerbang Pemuda,kotak mulut air,"169,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),Jl. Pos,kotak mulut air,"44,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),Jl. Abdul Rahman Saleh,kotak mulut air,"14,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),Jl. Johar,kotak mulut air,"13,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),Jl. Kebon sirih,kotak mulut air,"38,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),Jl. Wahid hasyim,kotak mulut air,"8,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),Jl. Jaksa,kotak mulut air,"10,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),Jl. Taman Cut Meutia (sisi Kanan),kotak mulut air,"78,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 2 (Pengadaan Kotak Mulut Air Kawasan Senayan dsk),Jl. Taman Cut Meutia (sisi Kiri),kotak mulut air,"62,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 3 (Peningkatan Saluran Jalan Tentara Pelajar dsk),Jl Tentara Pelajar,u-ditch 1000,"116,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),JI. Gelora ( sisi Kanan ),ubin pengarah,"622,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),JI. Gelora ( sisi Kanan ),bollard,"55,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),JI. Gelora ( sisi Kanan ),bangku,"6,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),JI. Gelora ( sisi Kiri ),ubin pengarah,"622,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),JI. Gelora ( sisi Kiri ),bollard,"55,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),JI. Gelora ( sisi Kiri ),bangku,"6,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Gerbang Pemuda ( sisi Kanan),ubin pengarah,"974,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Gerbang Pemuda ( sisi Kanan),bollard,"101,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Gerbang Pemuda ( sisi Kanan),bangku,"17,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Palmerah Selatan (Sisi Kanan ),ubin pengarah,"475,67",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Palmerah Selatan (Sisi Kanan ),bollard,"37,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Palmerah Selatan (Sisi Kanan ),bangku,"1,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Tentara pelajar,ubin pengarah,"1.075,67",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Tentara pelajar,bollard,"37,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Tentara pelajar,bangku,"1,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Gatot Subroto ( Sisi Kanan),ubin pengarah,"1.075,67",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Gatot Subroto ( Sisi Kanan),bollard,"36,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 4 (Kelengkapan Prasarana Trotoar),Jl. Gatot Subroto ( Sisi Kanan),bangku,"2,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 6 (Pembangunan Halte Bus Kawasan Senayan dsk),Jl. Gerbang Pemuda,trotoar,"16,00",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),Jl. Pos (sisi Kanan),trotoar,"1.091,11",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),Jl. Gedung Kesenian ( Sisi kanan ),trotoar,"1.272,91",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),Taman lapangan banteng (utara) (sisi Kanan),trotoar,"891,74",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),Taman lapangan banteng (utara) (sisi Kiri),trotoar,"891,74",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),taman lapangan banteng (Barat),trotoar,"748,96",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),taman lapangan banteng (Selatan),trotoar,"1.190,74",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),Taman Lapangan banteng (Timur),trotoar,"1.116,34",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),Jl pejambon (sisi kanan),trotoar,"3.969,70",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),Jl. Merdeka timur ( sisi kiri),trotoar,"1.174,10",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),Jl. M. I Ridwan Rais,trotoar,"2.653,92",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 7 (Trotoar Kawasan Lapangan Banteng dsk),Jl. AR Saleh ( Sisi Kiri ),trotoar,"1.016,19",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. Pos (sisi Kanan),ubin pengarah,"202,09",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. Pos (sisi Kanan),bollard,"56,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. Pos (sisi Kanan),bangku,"4,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. Gedung Kesenian ( Sisi kanan ),ubin pengarah,"202,09",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. Gedung Kesenian ( Sisi kanan ),bollard,"56,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. Gedung Kesenian ( Sisi kanan ),bangku,"4,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (utara) (sisi Kanan),ubin pengarah,"202,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (utara) (sisi Kanan),bollard,"56,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (utara) (sisi Kanan),bangku,"4,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (utara) (sisi Kiri),ubin pengarah,"202,09",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (utara) (sisi Kiri),bollard,"56,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (utara) (sisi Kiri),bangku,"4,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (Barat),ubin pengarah,"202,09",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (Barat),bollard,"56,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (Barat),bangku,"4,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (Selatan),ubin pengarah,"402,09",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (Selatan),bollard,"56,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman lapangan banteng (Selatan),bangku,"4,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman Lapangan banteng (Timur),ubin pengarah,"202,09",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman Lapangan banteng (Timur),bollard,"56,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Taman Lapangan banteng (Timur),bangku,"4,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl Pejambon (sisi kanan),ubin pengarah,"1.402,09",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl Pejambon (sisi kanan),bollard,"56,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl Pejambon (sisi kanan),bangku,"6,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. Merdeka timur ( sisi kiri),ubin pengarah,"311,33",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. Merdeka timur ( sisi kiri),bollard,"21,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. Merdeka timur ( sisi kiri),bangku,"3,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. M. I Ridwan Rais,ubin pengarah,"811,33",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. M. I Ridwan Rais,bollard,"21,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. M. I Ridwan Rais,bangku,"2,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. AR Saleh ( Sisi Kiri ),ubin pengarah,"311,33",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. AR Saleh ( Sisi Kiri ),bollard,"22,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 8 (Kelengkapan Prasarana Trotoar),Jl. AR Saleh ( Sisi Kiri ),bangku,"2,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 9 (Peningkatan Saluran Kawasan Lapangan Banteng dsk),Jl. Pos (sisi Kanan),u-ditch 1000,"207,10",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 9 (Peningkatan Saluran Kawasan Lapangan Banteng dsk),Taman lapangan banteng (utara) (sisiKanan),u-ditch 1000,"15,20",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 9 (Peningkatan Saluran Kawasan Lapangan Banteng dsk),Jl pejambon (sisi kanan),u-ditch 1000,"272,70",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 10 (Peningkatan Saluran Kawasan Lapangan Banteng dsk),Taman lapangan banteng (utara) (sisi Kiri),u-ditch 1000,"170,00",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Wahid Hasyim (sisi Kanan),trotoar,"11.322,48",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Wahid Hasyim (sisi Kiri),trotoar,"9.569,57",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Johar (sisi kanan),trotoar,"1.089,04",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Johar (sisi Kiri),trotoar,"1.647,92",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Menteng Raya (sisi Kanan),trotoar,"1.021,61",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Taman Cut Meutia (sisi Kanan),trotoar,"967,50",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Taman Cut Meutia (sisi Kiri),trotoar,"1.199,90",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Jaksa (sisi Kanan),trotoar,"1.158,56",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Jaksa (sisi Kiri),trotoar,"1.158,56",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Kebon Sirih Timur (sisi Kanan),trotoar,"782,62",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 11 ( Trotoar Kawasan Jl. K.H Wahid Hasyim dsk),Jl. Kebon Sirih Timur (sisi Kiri),trotoar,"1.021,61",m2
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Wahid Hasyim (sisi Kanan),ubin pengarah,"2.232,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Wahid Hasyim (sisi Kanan),bollard,"210,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Wahid Hasyim (sisi Kanan),bangku,"6,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Wahid Hasyim (sisi Kiri),ubin pengarah,"2.332,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Wahid Hasyim (sisi Kiri),bollard,"208,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Wahid Hasyim (sisi Kiri),bangku,"5,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Johar (sisi kanan),ubin pengarah,"432,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Johar (sisi kanan),bollard,"58,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Johar (sisi kanan),bangku,"3,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Johar (sisi Kiri),ubin pengarah,"332,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Johar (sisi Kiri),bollard,"58,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Johar (sisi Kiri),bangku,"3,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Menteng Raya (sisi Kanan),ubin pengarah,"332,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Menteng Raya (sisi Kanan),bollard,"58,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Menteng Raya (sisi Kanan),bangku,"3,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Taman Cut Meutia (sisi Kanan),ubin pengarah,"432,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Taman Cut Meutia (sisi Kanan),bollard,"58,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Taman Cut Meutia (sisi Kanan),bangku,"3,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Taman Cut Meutia (sisi Kiri),ubin pengarah,"532,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Taman Cut Meutia (sisi Kiri),bollard,"88,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Taman Cut Meutia (sisi Kiri),bangku,"3,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Jaksa (sisi Kanan),ubin pengarah,"535,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Jaksa (sisi Kanan),bollard,"88,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Jaksa (sisi Kanan),bangku,"3,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Jaksa (sisi Kiri),ubin pengarah,"735,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Jaksa (sisi Kiri),bollard,"48,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Jaksa (sisi Kiri),bangku,"3,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Kebon Sirih Timur (sisi Kanan),ubin pengarah,"823,05",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Kebon Sirih Timur (sisi Kanan),bollard,"48,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Kebon Sirih Timur (sisi Kanan),bangku,"4,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Kebon Sirih Timur (sisi Kiri),ubin pengarah,"435,55",m1
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Kebon Sirih Timur (sisi Kiri),bollard,"48,00",unit
Pembangunan Trotoar dan Bangunan Pelengkap Jalan Jakarta Pusat ,Paket 12 (Kelengkapan Prasarana Trotoar),Jl. Kebon Sirih Timur (sisi Kiri),bangku,"4,00",unit
